Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
142.251.42.238-192.168.52.132-443-49169-6,192.168.52.132,49169,142.251.42.238,443,6,186994,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,2764.794592,32.08659101,37398.8,81082.81763,182432,31,184197,92098.5,128366.0437,182867,1330,4562,2281,685.8935778,2766,1796,0,0,0,0,60,76,16.04329551,16.04329551,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49170-6,192.168.52.132,49170,142.251.42.238,443,6,185599,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,2785.575353,32.32776039,37119.8,80986.24381,181981,121,182860,91430,128298.8686,182151,709,3618,1809,1144.098772,2618,1000,0,0,0,0,60,76,16.16388019,16.16388019,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49171-6,192.168.52.132,49171,142.251.42.238,443,6,185368,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,2789.046653,32.36804626,37073.6,81429.94702,182736,59,183873,91936.5,128545.6489,182832,1041,2632,1316,169.7056275,1436,1196,0,0,0,0,60,76,16.18402313,16.18402313,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49172-6,192.168.52.132,49172,142.251.42.238,443,6,184957,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,2795.2443,32.43997253,36991.4,79253.75125,178730,0,183125,91562.5,123273.4607,178730,4395,6227,3113.5,2088.086325,4590,1637,0,0,0,0,60,76,16.21998627,16.21998627,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49169-6,142.251.42.238,443,192.168.52.132,49169,6,1553,1,1,0,0,0,0,0,0,0,0,0,0,0,1287.830006,1553,0,1553,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,643.9150032,643.9150032,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49170-6,142.251.42.238,443,192.168.52.132,49170,6,1788,1,1,0,0,0,0,0,0,0,0,0,0,0,1118.568233,1788,0,1788,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,559.2841163,559.2841163,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49171-6,142.251.42.238,443,192.168.52.132,49171,6,1770,1,1,0,0,0,0,0,0,0,0,0,0,0,1129.943503,1770,0,1770,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,564.9717514,564.9717514,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49172-6,142.251.42.238,443,192.168.52.132,49172,6,1590,1,1,0,0,0,0,0,0,0,0,0,0,0,1257.861635,1590,0,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,628.9308176,628.9308176,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49194-6,192.168.52.132,49194,185.199.109.154,443,6,328054,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1575.960055,18.28967182,65610.8,144492.5167,324083,172,325807,162903.5,228372.1558,324387,1420,3971,1985.5,126.5721138,2075,1896,0,0,0,0,60,76,9.144835911,9.144835911,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49194-6,185.199.109.154,443,192.168.52.132,49194,6,1197,1,1,0,0,0,0,0,0,0,0,0,0,0,1670.843776,1197,0,1197,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,835.4218881,835.4218881,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49195-6,192.168.52.132,49195,185.199.109.154,443,6,329312,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1569.939753,18.21980371,65862.4,145268.2367,325723,139,327432,163716,229309.0723,325862,1570,3589,1794.5,210.010714,1943,1646,0,0,0,0,60,76,9.109901856,9.109901856,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49196-6,192.168.52.132,49196,185.199.109.154,443,6,328674,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1572.987215,18.25517078,65734.8,145318.6796,325686,44,326891,163445.5,229773.6414,325920,971,2988,1494,346.4823228,1739,1249,0,0,0,0,60,76,9.127585389,9.127585389,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49197-6,192.168.52.132,49197,185.199.109.154,443,6,328572,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1573.475524,18.26083781,65714.4,143759.2849,322869,120,325201,162600.5,229373.419,324792,409,5703,2851.5,564.9783182,3251,2452,0,0,0,0,60,76,9.130418904,9.130418904,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49198-6,192.168.52.132,49198,185.199.109.154,443,6,328404,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1574.280459,18.27017941,65680.8,143938.1045,323159,155,325456,162728,229096.9403,324724,732,5245,2622.5,241.1234124,2793,2452,0,0,0,0,60,76,9.135089707,9.135089707,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49195-6,185.199.109.154,443,192.168.52.132,49195,6,1745,1,1,0,0,0,0,0,0,0,0,0,0,0,1146.131805,1745,0,1745,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,573.0659026,573.0659026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49196-6,185.199.109.154,443,192.168.52.132,49196,6,1462,1,1,0,0,0,0,0,0,0,0,0,0,0,1367.989056,1462,0,1462,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,683.994528,683.994528,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49198-6,185.199.109.154,443,192.168.52.132,49198,6,1214,1,1,0,0,0,0,0,0,0,0,0,0,0,1647.446458,1214,0,1214,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,823.723229,823.723229,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49197-6,185.199.109.154,443,192.168.52.132,49197,6,1610,1,1,0,0,0,0,0,0,0,0,0,0,0,1242.236025,1610,0,1610,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,621.1180124,621.1180124,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49202-6,192.168.52.132,49202,185.199.109.154,443,6,37502,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,13785.93142,159.9914671,7500.4,14297.99814,33018,52,35064,17532,22330.43215,33322,1742,4484,2242,203.646753,2386,2098,0,0,0,0,60,76,79.99573356,79.99573356,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49203-6,192.168.52.132,49203,185.199.109.154,443,6,37184,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,13903.8296,161.3597246,7436.8,13732.30213,31882,80,33666,16833,21566.75683,32083,1583,5302,2651,1112.986074,3438,1864,0,0,0,0,60,76,80.67986231,80.67986231,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49204-6,192.168.52.132,49204,185.199.109.154,443,6,36965,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,13986.20317,162.315704,7393,13379.21636,31214,95,33859,16929.5,20519.53168,31439,2420,5751,2875.5,191.6259377,3011,2740,0,0,0,0,60,76,81.15785202,81.15785202,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49205-6,192.168.52.132,49205,185.199.109.154,443,6,37252,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,13878.44948,161.0651777,7450.4,14377.91345,33101,59,34475,17237.5,22751.16068,33325,1150,4151,2075.5,908.6322138,2718,1433,0,0,0,0,60,76,80.53258885,80.53258885,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49206-6,192.168.52.132,49206,185.199.109.154,443,6,36944,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,13994.15331,162.4079688,7388.8,11931.20439,28327,15,34298,17149,16129.10568,28554,5744,8617,4308.5,2372.343251,5986,2631,0,0,0,0,60,76,81.20398441,81.20398441,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49206-6,185.199.109.154,443,192.168.52.132,49206,6,106608,1,1,0,0,0,0,0,0,0,0,0,0,0,18.76031817,106608,0,106608,106608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.380159087,9.380159087,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49205-6,185.199.109.154,443,192.168.52.132,49205,6,107605,1,1,0,0,0,0,0,0,0,0,0,0,0,18.58649691,107605,0,107605,107605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.293248455,9.293248455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49203-6,185.199.109.154,443,192.168.52.132,49203,6,115705,1,1,0,0,0,0,0,0,0,0,0,0,0,17.28533771,115705,0,115705,115705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.642668856,8.642668856,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49204-6,185.199.109.154,443,192.168.52.132,49204,6,115198,1,1,0,0,0,0,0,0,0,0,0,0,0,17.36141252,115198,0,115198,115198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.680706262,8.680706262,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49202-6,185.199.109.154,443,192.168.52.132,49202,6,126815,1,1,0,0,0,0,0,0,0,0,0,0,0,15.77100501,126815,0,126815,126815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.885502504,7.885502504,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
140.82.113.21-192.168.52.132-443-49209-6,192.168.52.132,49209,140.82.113.21,443,6,442402,3,3,517,0,517,0,172.3333333,298.4900892,0,0,0,0,1168.620395,13.56232567,88480.4,193382.5049,434379,109,435579,217789.5,306760.5993,434702,877,8023,4011.5,3821.912152,6714,1309,0,0,0,0,60,76,6.781162834,6.781162834,0,517,73.85714286,195.4076325,38184.14286,0,1,0,0,0,0,0,0,1,86.16666667,172.3333333,0,0,0,0,0,0,0,3,517,3,0,-1,64240,1,0,0,0,0,0,0,0,0,0,0
140.82.113.21-192.168.52.132-443-49209-6,140.82.113.21,443,192.168.52.132,49209,6,2275,1,1,0,0,0,0,0,0,0,0,0,0,0,879.1208791,2275,0,2275,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,439.5604396,439.5604396,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-20.27.177.113-49193-443-6,192.168.52.132,49193,20.27.177.113,443,6,15469262,5,10,581,3154,517,0,116.2,225.7613785,1460,0,315.4,579.3337553,241.4465538,0.969664875,1104947.286,3968370.742,1.49E+07,0,580348,145087,171759.6869,338906,1,1.55E+07,1718806.889,4939993.21,1.49E+07,0,0,0,0,0,100,216,0.323221625,0.64644325,0,1460,233.4375,477.1384102,227661.0625,0,1,0,0,0,0,0,0,2,249,116.2,315.4,0,0,0,0,0,0,5,581,10,3154,-1,64240,2,0,580348,0,580348,580348,1.49E+07,0,1.49E+07,1.49E+07,0
192.168.52.132-20.27.177.113-49193-443-6,192.168.52.132,49193,20.27.177.113,443,6,2625490,1,1,0,0,0,0,0,0,0,0,0,0,0,0.761762566,2625490,0,2625490,2625490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.380881283,0.380881283,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64058,0,0,0,0,0,0,0,0,0,0,0
142.251.42.237-192.168.52.132-443-49164-6,192.168.52.132,49164,142.251.42.237,443,6,90390441,13,18,1336,7120,543,0,102.7692308,192.2295303,1460,0,395.5555556,627.1405905,93.54971506,0.342956619,3013014.7,1.14E+07,4.50E+07,0,9.04E+07,7532325.083,1.75E+07,4.50E+07,742,9.04E+07,5317084.765,2.18E+07,9.00E+07,0,0,0,0,0,260,376,0.143820517,0.199136101,0,1460,264.25,503.17617,253186.2581,0,1,0,0,0,0,0,0,1,272.7741935,102.7692308,395.5555556,0,0,0,0,0,0,13,1336,18,7120,-1,64240,9,0,385086,0,385086,385086,4.50E+07,4901.664207,4.50E+07,4.50E+07,0
142.251.43.3-192.168.52.132-443-49166-6,192.168.52.132,49166,142.251.43.3,443,6,90403644,20,59,1371,64777,610,0,68.55,172.1338142,1460,0,1097.915254,556.615985,731.6961692,0.87385858,1159021.077,7157879.937,4.50E+07,0,9.04E+07,4757987.789,1.42E+07,4.50E+07,110,9.04E+07,1558683.517,1.18E+07,9.00E+07,0,0,0,0,0,400,1196,0.22123002,0.65262856,0,1460,826.85,666.1031034,443693.3443,0,1,0,0,0,0,0,0,2,837.3164557,68.55,1097.915254,0,0,0,0,0,0,20,1371,59,64777,-1,64240,8,0,405374,0,405374,405374,4.50E+07,2006.769045,4.50E+07,4.50E+07,0
142.251.43.22-192.168.52.132-443-49185-6,192.168.52.132,49185,142.251.43.22,443,6,90377661,7,11,593,6810,517,0,84.71428571,192.5839335,1460,0,619.0909091,639.3073525,81.91183439,0.19916426,5316333,1.49E+07,4.50E+07,0,9.04E+07,1.51E+07,2.32E+07,4.50E+07,1113,9.04E+07,9037766.1,2.84E+07,8.99E+07,0,0,0,0,0,140,236,0.077452768,0.121711492,0,1460,389.6315789,562.3103345,316192.9123,0,1,0,0,0,0,0,0,1,411.2777778,84.71428571,619.0909091,0,0,0,0,0,0,7,593,11,6810,-1,64240,4,0,470066,0,470066,470066,4.50E+07,74089.94143,4.50E+07,4.49E+07,0
142.251.42.226-192.168.52.132-443-49179-6,192.168.52.132,49179,142.251.42.226,443,6,90377635,7,11,593,6433,517,0,84.71428571,192.5839335,1460,0,584.8181818,605.4080968,77.74047197,0.199164318,5316331.471,1.49E+07,4.50E+07,3,9.04E+07,1.51E+07,2.32E+07,4.50E+07,1472,9.04E+07,9037763.5,2.84E+07,8.99E+07,3,0,0,0,0,140,236,0.07745279,0.121711527,0,1460,369.7894737,532.3924596,283441.731,0,1,0,0,0,0,0,0,1,390.3333333,84.71428571,584.8181818,0,0,0,0,0,0,7,593,11,6433,-1,64240,4,0,477034,0,477034,477034,4.50E+07,78966.8569,4.50E+07,4.49E+07,0
142.251.43.22-192.168.52.132-443-49185-6,192.168.52.132,49185,142.251.43.22,443,6,6971,0,3,0,0,0,0,0,0,0,0,0,0,0,430.3543251,3485.5,4479.521459,6653,318,0,0,0,0,0,6971,3485.5,4479.521459,6653,318,0,0,0,0,0,60,0,430.3543251,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.42.226-192.168.52.132-443-49179-6,192.168.52.132,49179,142.251.42.226,443,6,6287,0,3,0,0,0,0,0,0,0,0,0,0,0,477.1751233,3143.5,4075.05638,6025,262,0,0,0,0,0,6287,3143.5,4075.05638,6025,262,0,0,0,0,0,60,0,477.1751233,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
172.217.163.35-192.168.52.132-443-49167-6,192.168.52.132,49167,172.217.163.35,443,6,90450591,12,18,2080,7438,867,0,173.3333333,282.8929554,1460,0,413.2222222,555.0596741,105.2287209,0.331672791,3118985.897,1.16E+07,4.50E+07,0,9.04E+07,8221904.182,1.82E+07,4.50E+07,145,9.05E+07,5320623,2.18E+07,9.00E+07,0,0,0,0,0,240,376,0.132669117,0.199003675,0,1460,307.0322581,470.0925784,220987.0323,0,1,0,0,0,0,0,0,1,317.2666667,173.3333333,413.2222222,0,0,0,0,0,0,12,2080,18,7438,-1,64240,9,0,444047,0,444047,444047,4.50E+07,3898.279685,4.50E+07,4.50E+07,0
172.217.163.35-192.168.52.132-443-49163-6,192.168.52.132,49163,172.217.163.35,443,6,98038407,49,117,15817,85869,5972,0,322.7959184,987.197717,1460,0,733.9230769,673.9213496,1037.205755,1.693213967,594172.1636,4105887.889,4.50E+07,0,9.80E+07,2042411.833,7470310.48,4.50E+07,0,9.80E+07,845158.681,5895901.524,5.90E+07,0,0,0,0,0,980,2356,0.499804123,1.193409844,0,5972,608.8982036,797.8625333,636584.6221,0,1,0,0,0,0,0,0,2,612.5662651,322.7959184,733.9230769,0,0,0,0,0,0,49,15817,117,85869,-1,64240,26,0,416031.6667,301117.8187,763624,234711,2.30E+07,1.51E+07,4.50E+07,1.23E+07,0
142.251.42.238-192.168.52.132-443-49168-6,192.168.52.132,49168,142.251.42.238,443,6,91466837,45,67,2990,34037,517,0,66.44444444,90.5986543,1460,0,508.0149254,617.8603964,404.8133861,1.224487516,824025.5586,6013472.104,4.50E+07,0,9.15E+07,2078543.205,9478349.011,4.50E+07,24,9.15E+07,1385861.167,1.11E+07,9.00E+07,0,0,0,0,0,900,1356,0.491981591,0.732505925,0,1460,327.6725664,525.373973,276017.8115,0,1,0,0,0,0,0,0,1,330.5982143,66.44444444,508.0149254,0,0,0,0,0,0,45,2990,67,34037,-1,64240,29,0,1434133,0,1434133,1434133,4.50E+07,8201.731555,4.50E+07,4.50E+07,0
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,12505059,12,1,0,0,0,0,0,0,0,0,0,0,0,1.039579261,1042088.25,338870.3731,1579473,512509,1.10E+07,1001562,323476.5326,1579473,512509,0,0,0,0,0,0,0,0,0,0,0,0.959611626,0.079967635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
142.251.43.3-192.168.52.132-443-49175-6,192.168.52.132,49175,142.251.43.3,443,6,90496627,24,73,1320,81631,559,0,55,151.0447673,1460,0,1118.232877,547.3445624,916.6197984,1.071863154,942673.1979,6462351.136,4.50E+07,0,9.05E+07,3933690.826,1.30E+07,4.50E+07,26,9.05E+07,1256897.597,1.06E+07,9.00E+07,0,0,0,0,0,480,1476,0.265203254,0.806659899,0,1460,846.4387755,667.6397582,445742.8467,0,1,0,0,0,0,0,0,3,855.1649485,55,1118.232877,0,0,0,0,0,0,24,1320,73,81631,-1,64240,8,0,450763,0,450763,450763,4.50E+07,11462.90803,4.50E+07,4.50E+07,0
172.217.160.74-192.168.52.132-443-49180-6,192.168.52.132,49180,172.217.160.74,443,6,90409285,12,18,1519,6789,517,0,126.5833333,185.9537862,1460,0,377.1666667,587.4069889,91.8932165,0.331824325,3117561.552,1.16E+07,4.50E+07,0,9.04E+07,8218647.545,1.82E+07,4.50E+07,2,9.04E+07,5318193.235,2.18E+07,9.00E+07,0,0,0,0,0,240,376,0.13272973,0.199094595,0,1460,268,475.1310696,225749.5333,0,1,0,0,0,0,0,0,1,276.9333333,126.5833333,377.1666667,0,0,0,0,0,0,12,1519,18,6789,-1,64240,9,0,384769,0,384769,384769,4.50E+07,1790.39437,4.50E+07,4.50E+07,0
142.251.43.14-192.168.52.132-443-49181-6,192.168.52.132,49181,142.251.43.14,443,6,90527914,25,72,1369,78781,517,0,54.76,134.5034944,1460,0,1094.180556,584.3436025,885.3622762,1.071492711,942999.1042,6459657.831,4.50E+07,0,9.05E+07,3771916.458,1.27E+07,4.50E+07,1,9.05E+07,1275041.042,1.07E+07,9.00E+07,0,0,0,0,0,500,1456,0.276157915,0.795334796,0,1460,817.8571429,684.1506285,468062.0825,0,1,0,0,0,0,0,0,2,826.2886598,54.76,1094.180556,0,0,0,0,0,0,25,1369,72,78781,-1,64240,10,0,534543,0,534543,534543,4.50E+07,1110.864753,4.50E+07,4.50E+07,0
172.217.160.86-192.168.52.132-443-49176-6,192.168.52.132,49176,172.217.160.86,443,6,93724937,14,23,1449,13517,527,0,103.5,181.6623029,1460,0,587.6956522,686.7197678,159.680022,0.394772205,2603470.472,1.04E+07,4.50E+07,0,9.37E+07,7209364.462,1.68E+07,4.50E+07,179,9.37E+07,4260224.409,1.92E+07,9.00E+07,0,0,0,0,0,280,476,0.149373267,0.245398938,0,1460,393.8421053,592.828243,351445.3257,0,1,0,0,0,0,0,0,1,404.4864865,103.5,587.6956522,0,0,0,0,0,0,14,1449,23,13517,-1,64240,10,0,3708965,0,3708965,3708965,4.50E+07,10360.52856,4.50E+07,4.50E+07,0
172.217.160.74-192.168.52.132-443-49182-6,192.168.52.132,49182,172.217.160.74,443,6,90938296,35,98,1588,109038,517,0,45.37142857,106.4286797,1460,0,1112.632653,563.5172202,1216.495194,1.462530153,688926.4848,5517134.761,4.50E+07,0,9.09E+07,2674432.059,1.07E+07,4.50E+07,0,9.09E+07,937508.2062,9137218.285,9.00E+07,0,0,0,0,0,700,1976,0.384876356,1.077653797,0,1460,825.5671642,678.6193796,460524.2624,0,1,0,0,0,0,0,0,2,831.7744361,45.37142857,1112.632653,0,0,0,0,0,0,35,1588,98,109038,-1,64240,14,0,938001,0,938001,938001,4.50E+07,807.5159441,4.50E+07,4.50E+07,0
192.168.52.132-64.233.188.132-49186-443-6,192.168.52.132,49186,64.233.188.132,443,6,90416337,12,20,1295,11874,534,0,107.9166667,197.773267,1460,0,593.7,682.126713,145.6484573,0.353918341,2916656.032,1.12E+07,4.50E+07,1,9.04E+07,8217070.818,1.82E+07,4.50E+07,426,9.04E+07,4758754.579,2.06E+07,9.00E+07,1,0,0,0,0,240,416,0.132719378,0.221198963,0,1460,399.0606061,591.7403854,350156.6837,0,1,0,0,0,0,0,0,1,411.53125,107.9166667,593.7,0,0,0,0,0,0,12,1295,20,11874,-1,64240,8,0,404585,0,404585,404585,4.50E+07,148.492424,4.50E+07,4.50E+07,0
