Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.64.146.151-192.168.52.132-443-65337-6,172.64.146.151,443,192.168.52.132,65337,6,3013,1,1,0,0,0,0,0,0,0,0,0,0,0,663.7902423,3013,0,3013,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,331.8951211,331.8951211,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
151.101.65.229-192.168.52.132-443-49280-6,192.168.52.132,49280,151.101.65.229,443,6,2125,0,3,0,0,0,0,0,0,0,0,0,0,0,1411.764706,1062.5,1270.670886,1961,164,0,0,0,0,0,2125,1062.5,1270.670886,1961,164,0,0,0,0,0,60,0,1411.764706,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-52.203.131.37-57653-443-6,192.168.52.132,57653,52.203.131.37,443,6,5020062,9,14,1267,5903,517,0,140.7777778,208.7551064,1460,0,421.6428571,628.276716,1428.269213,4.581616721,228184.6364,881479.302,4128889,1,5015927,626990.875,1430735.644,4130120,708,891173,68551.76923,171721.8431,589548,1,0,0,0,0,180,296,1.792806543,2.788810178,0,1460,298.75,510.9848334,261105.5,0,1,0,0,0,0,0,0,1,311.7391304,140.7777778,421.6428571,0,0,0,0,0,0,9,1267,14,5903,-1,64240,5,0,0,0,0,0,0,0,0,0,0
192.168.52.132-223.119.244.122-49262-443-6,192.168.52.132,49262,223.119.244.122,443,6,98408375,53,185,1220,245054,517,0,23.01886792,88.61487342,1460,0,1324.616216,369.6359383,2502.571555,2.418493345,415225.211,4149309.062,4.50E+07,0,9.84E+07,1892378.519,8764748.966,4.50E+07,0,9.84E+07,534828.125,6653711.204,9.00E+07,0,0,0,0,0,1060,3716,0.538572047,1.879921297,0,1460,1030.435146,636.4607652,405082.3057,0,1,0,0,0,0,0,0,3,1034.764706,23.01886792,1324.616216,0,0,0,0,0,0,53,1220,185,245054,-1,64240,9,0,544572.5,504211.6827,901104,188041,3.24E+07,2.18E+07,4.50E+07,7317311,0
172.217.163.36-192.168.52.132-443-49165-6,172.217.163.36,443,192.168.52.132,49165,6,1840,1,1,0,0,0,0,0,0,0,0,0,0,0,1086.956522,1840,0,1840,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,543.4782609,543.4782609,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-104.18.130.236-49279-443-6,192.168.52.132,49279,104.18.130.236,443,6,1928,0,3,0,0,0,0,0,0,0,0,0,0,0,1556.016598,964,1004.091629,1674,254,0,0,0,0,0,1928,964,1004.091629,1674,254,0,0,0,0,0,60,0,1556.016598,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49168-6,192.168.52.132,49168,142.251.42.238,443,6,8109025,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.123319388,0.369958164,4054512.5,5733946.566,8109025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0.123319388,0.246638776,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
182.161.73.129-192.168.52.132-443-57658-6,192.168.52.132,57658,182.161.73.129,443,6,4387328,14,24,1154,20342,517,0,82.42857143,171.8593854,1460,0,847.5833333,667.5595995,4899.565293,8.661308204,118576.4324,617926.0113,3759476,0,4385207,337323.6154,1032596.881,3759476,617,627820,27296.52174,72430.91481,321596,0,0,0,0,0,280,496,3.191008286,5.470299918,0,1460,551.1794872,651.3567974,424265.6775,0,1,0,0,0,0,0,0,1,565.6842105,82.42857143,847.5833333,0,0,0,0,0,0,14,1154,24,20342,-1,64240,5,0,0,0,0,0,0,0,0,0,0
192.168.52.132-223.119.244.122-49262-443-6,192.168.52.132,49262,223.119.244.122,443,6,1779,0,3,0,0,0,0,0,0,0,0,0,0,0,1686.340641,889.5,552.2503961,1280,499,0,0,0,0,0,1779,889.5,552.2503961,1280,499,0,0,0,0,0,60,0,1686.340641,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-52.203.131.37-57653-443-6,52.203.131.37,443,192.168.52.132,57653,6,1655,1,1,0,0,0,0,0,0,0,0,0,0,0,1208.459215,1655,0,1655,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,604.2296073,604.2296073,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-34.96.105.8-63086-443-6,192.168.52.132,63086,34.96.105.8,443,6,46309355,10,14,1182,5513,517,0,118.2,191.5966829,1460,0,393.7857143,603.9554465,144.5712211,0.518253817,2013450.217,9372800.647,4.50E+07,0,4.63E+07,5144864.556,1.49E+07,4.50E+07,1936,405658,31204.46154,69244.3027,247934,0,0,0,0,0,200,296,0.21593909,0.302314727,0,1460,267.8,482.6154439,232917.6667,0,1,0,0,0,0,0,0,1,278.9583333,118.2,393.7857143,0,0,0,0,0,0,10,1182,14,5513,-1,64240,7,0,405658,0,405658,405658,4.50E+07,0,4.50E+07,4.50E+07,0
192.168.52.132-13.35.39.136-57642-443-6,192.168.52.132,57642,13.35.39.136,443,6,7659038,11,18,1191,9386,517,0,108.2727273,196.0505501,1460,0,521.4444444,675.930054,1380.982834,3.786376305,273537.0714,954661.3765,3848346,0,7655792,765579.2,1521765.531,3848346,85,3810657,224156.2941,830677.3033,3440690,0,0,0,0,0,220,376,1.436211702,2.350164603,0,1460,352.5666667,570.7066209,325706.0471,0,1,0,0,0,0,0,0,1,364.7241379,108.2727273,521.4444444,0,0,0,0,0,0,11,1191,18,9386,-1,64240,5,0,0,0,0,0,0,0,0,0,0
142.251.42.238-192.168.52.132-443-49168-6,142.251.42.238,443,192.168.52.132,49168,6,2435,1,1,0,0,0,0,0,0,0,0,0,0,0,821.3552361,2435,0,2435,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,410.6776181,410.6776181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
182.161.73.129-192.168.52.132-443-57658-6,182.161.73.129,443,192.168.52.132,57658,6,1750,1,1,0,0,0,0,0,0,0,0,0,0,0,1142.857143,1750,0,1750,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,571.4285714,571.4285714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
172.217.160.106-192.168.52.132-443-49253-6,192.168.52.132,49253,172.217.160.106,443,6,1411863,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.708284019,2.124852057,705931.5,998145.5684,1411727,136,0,0,0,0,0,136,136,0,136,136,0,0,0,0,20,40,0.708284019,1.416568038,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-39.136.141.213-49224-443-6,192.168.52.132,49224,39.136.141.213,443,6,6465093,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.154676816,0.464030448,3232546.5,4568757.627,6463146,1947,0,0,0,0,0,1947,1947,0,1947,1947,0,0,0,0,20,40,0.154676816,0.309353632,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
151.101.195.5-192.168.52.132-443-49261-6,192.168.52.132,49261,151.101.195.5,443,6,118103202,3467,10032,314879,1.36E+07,3224,0,90.82174791,502.387063,1460,0,1358.535885,309.5256936,118063.7846,114.2983405,8749.681582,333001.3237,2.60E+07,0,1.18E+08,34074.16417,656602.5371,2.60E+07,0,1.18E+08,11773.81687,386263.7676,2.60E+07,0,0,0,0,0,69340,200656,29.35568165,84.94265888,0,3224,1032.867481,665.449846,442823.4976,0,1,0,0,0,0,0,0,2,1032.943996,90.82174791,1358.535885,0,0,0,0,0,0,3467,314879,10032,13628832,-1,64240,194,0,6769251.2,6601121.082,1.39E+07,154465,1.59E+07,7580527.91,2.60E+07,7709279,0
192.168.52.132-13.35.39.136-57642-443-6,13.35.39.136,443,192.168.52.132,57642,6,2036,1,1,0,0,0,0,0,0,0,0,0,0,0,982.3182711,2036,0,2036,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,491.1591356,491.1591356,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-34.96.105.8-63086-443-6,34.96.105.8,443,192.168.52.132,63086,6,2117,1,1,0,0,0,0,0,0,0,0,0,0,0,944.7331129,2117,0,2117,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,472.3665564,472.3665564,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-23.41.141.112-49267-443-6,192.168.52.132,49267,23.41.141.112,443,6,99463346,37,103,5554,113938,1412,0,150.1081081,328.4601941,1460,0,1106.194175,562.385083,1201.367185,1.407553693,715563.6403,5380445.955,4.50E+07,0,9.94E+07,2760559.889,1.04E+07,4.50E+07,178,9.95E+07,975130.8431,8910591.318,9.00E+07,0,0,0,0,0,740,2076,0.371996333,1.03555736,0,1460,847.4609929,664.1352865,441075.6788,0,1,0,0,0,0,0,0,2,853.5142857,150.1081081,1106.194175,0,0,0,0,0,0,37,5554,103,113938,-1,64240,14,0,9462574,0,9462574,9462574,4.50E+07,5409.366876,4.50E+07,4.50E+07,0
172.217.160.106-192.168.52.132-443-49253-6,172.217.160.106,443,192.168.52.132,49253,6,1754,1,1,0,0,0,0,0,0,0,0,0,0,0,1140.250855,1754,0,1754,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,570.1254276,570.1254276,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-23.37.117.206-65328-443-6,192.168.52.132,65328,23.37.117.206,443,6,49948576,40,95,1103,119423,517,0,27.575,100.6664682,1460,0,1257.084211,442.3086114,2413.001724,2.702779755,372750.5672,3903328.89,4.50E+07,0,4.99E+07,1280651.949,7220297.143,4.50E+07,8,510342,5429.170213,30119.89411,277748,0,0,0,0,0,800,1916,0.800823631,1.901956124,0,1460,886.2205882,678.3839478,460204.7806,0,1,0,0,0,0,0,0,2,892.7851852,27.575,1257.084211,0,0,0,0,0,0,40,1103,95,119423,-1,64240,6,0,510705,0,510705,510705,4.50E+07,0,4.50E+07,4.50E+07,0
172.217.160.110-192.168.52.132-443-49227-6,192.168.52.132,49227,172.217.160.110,443,6,3941661,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.253700153,0.76110046,1970830.5,2787052.186,3941574,87,0,0,0,0,0,87,87,0,87,87,0,0,0,0,20,40,0.253700153,0.507400307,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
172.217.163.46-192.168.52.132-443-49228-6,192.168.52.132,49228,172.217.163.46,443,6,3446865,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.290118702,0.870356106,1723432.5,2437085.241,3446712,153,0,0,0,0,0,153,153,0,153,153,0,0,0,0,20,40,0.290118702,0.580237404,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
172.217.163.54-192.168.52.132-443-49226-6,192.168.52.132,49226,172.217.163.54,443,6,5815571,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.171952161,0.515856483,2907785.5,4111802.598,5815269,302,0,0,0,0,0,302,302,0,302,302,0,0,0,0,20,40,0.171952161,0.343904322,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-39.136.141.91-49223-443-6,192.168.52.132,49223,39.136.141.91,443,6,6620349,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.151049439,0.453148316,3310174.5,4680952.846,6620108,241,0,0,0,0,0,241,241,0,241,241,0,0,0,0,20,40,0.151049439,0.302098877,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.250.194.54-57663-443-6,192.168.52.132,57663,13.250.194.54,443,6,4005414,9,13,1385,4693,599,0,153.8888889,234.866688,1460,0,361,531.7212616,1517.446137,5.492565812,190734,753878.2913,3465270,2,4002597,500324.625,1202885.519,3465270,171,540125,45010.41667,94490.2658,313277,2,0,0,0,0,180,276,2.246958741,3.245607071,0,1460,264.2608696,433.5456584,187961.8379,0,1,0,0,0,0,0,0,1,276.2727273,153.8888889,361,0,0,0,0,0,0,9,1385,13,4693,-1,64240,5,0,0,0,0,0,0,0,0,0,0
192.168.52.132-23.41.141.112-49267-443-6,192.168.52.132,49267,23.41.141.112,443,6,3404,0,3,0,0,0,0,0,0,0,0,0,0,0,881.3160987,1702,1493.409522,2758,646,0,0,0,0,0,3404,1702,1493.409522,2758,646,0,0,0,0,0,60,0,881.3160987,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
151.101.195.5-192.168.52.132-443-49261-6,192.168.52.132,49261,151.101.195.5,443,6,3731,0,3,0,0,0,0,0,0,0,0,0,0,0,804.0739748,1865.5,2242.235603,3451,280,0,0,0,0,0,3731,1865.5,2242.235603,3451,280,0,0,0,0,0,60,0,804.0739748,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-23.37.117.206-65328-443-6,23.37.117.206,443,192.168.52.132,65328,6,2103,1,1,0,0,0,0,0,0,0,0,0,0,0,951.022349,2103,0,2103,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,475.5111745,475.5111745,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-60.205.215.167-49255-443-6,192.168.52.132,49255,60.205.215.167,443,6,105004,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,9.523446726,28.57034018,52502,74233.4841,104993,11,0,0,0,0,0,11,11,0,11,11,0,0,0,0,20,40,9.523446726,19.04689345,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
172.217.160.110-192.168.52.132-443-49227-6,172.217.160.110,443,192.168.52.132,49227,6,2136,1,1,0,0,0,0,0,0,0,0,0,0,0,936.329588,2136,0,2136,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,468.164794,468.164794,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
151.101.1.44-192.168.52.132-443-57665-6,192.168.52.132,57665,151.101.1.44,443,6,3463911,16,31,1554,25514,536,0,97.125,176.8136024,1460,0,823.0322581,688.6895519,7814.288531,13.56847794,75302.41304,315304.7764,1972064,0,3461630,230775.3333,530361.878,1972064,535,2614920,87164,361499.8215,1973005,0,0,0,0,0,320,636,4.619056321,8.949421622,0,1460,563.9166667,661.7743021,437945.227,0,1,0,0,0,0,0,0,1,575.9148936,97.125,823.0322581,0,0,0,0,0,0,16,1554,31,25514,-1,64240,7,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.33.174.108-57667-443-6,192.168.52.132,57667,13.33.174.108,443,6,3454317,23,45,1254,45289,544,0,54.52173913,152.1834627,1460,0,1006.422222,604.7031386,13473.86473,19.68551236,51556.97015,263651.9706,2051204,0,3444886,156585.7273,455638.0457,2051204,14,1403042,31887.31818,109306.6959,653271,0,0,0,0,0,460,916,6.658335063,13.0271773,0,1460,674.5362319,673.5780356,453707.37,0,1,0,0,0,0,0,0,1,684.4558824,54.52173913,1006.422222,0,0,0,0,0,0,23,1254,45,45289,-1,64240,5,0,0,0,0,0,0,0,0,0,0
185.199.109.133-192.168.52.132-443-49200-6,192.168.52.132,49200,185.199.109.133,443,6,112589389,3,3,2,1,1,0,0.666666667,0.577350269,1,0,0.333333333,0.577350269,0.026645495,0.05329099,2.25E+07,2.25E+07,4.50E+07,114,6.76E+07,3.38E+07,1.59E+07,4.50E+07,2.26E+07,9.00E+07,4.50E+07,7010.963735,4.50E+07,4.50E+07,0,0,0,0,60,60,0.026645495,0.026645495,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,1,0.666666667,0.666666667,0.333333333,0,0,0,0,0,0,3,2,3,1,-1,64240,2,0,114,0,114,114,4.50E+07,7010.963735,4.50E+07,4.50E+07,0
142.251.36.99-192.168.52.132-443-49225-6,192.168.52.132,49225,142.251.36.99,443,6,5747768,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.173980578,0.521941735,2873884,4064063.698,5747611,157,0,0,0,0,0,157,157,0,157,157,0,0,0,0,20,40,0.173980578,0.347961156,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
172.217.163.46-192.168.52.132-443-49228-6,172.217.163.46,443,192.168.52.132,49228,6,2960,1,1,0,0,0,0,0,0,0,0,0,0,0,675.6756757,2960,0,2960,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,337.8378378,337.8378378,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
172.217.163.54-192.168.52.132-443-49226-6,172.217.163.54,443,192.168.52.132,49226,6,2345,1,1,0,0,0,0,0,0,0,0,0,0,0,852.8784648,2345,0,2345,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,426.4392324,426.4392324,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.250.194.54-57663-443-6,13.250.194.54,443,192.168.52.132,57663,6,1706,1,1,0,0,0,0,0,0,0,0,0,0,0,1172.332943,1706,0,1706,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,586.1664713,586.1664713,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-39.136.141.213-49215-443-6,192.168.52.132,49215,39.136.141.213,443,6,6907194,1,2,0,1,0,0,0,0,1,0,0.5,0.707106781,0.144776591,0.434329773,3453597,4883891.785,6907030,164,0,0,0,0,0,164,164,0,164,164,0,0,0,0,20,40,0.144776591,0.289553182,0,1,0.5,0.577350269,0.333333333,0,0,0,0,1,0,0,0,2,0.666666667,0,0.5,0,0,0,0,0,0,1,0,2,1,-1,64240,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.33.174.83-63090-443-6,192.168.52.132,63090,13.33.174.83,443,6,46157315,10,15,1163,7471,517,0,116.3,197.4836421,1460,0,498.0666667,637.6081944,187.0559412,0.541625959,1923221.458,9155806.061,4.49E+07,1,4.62E+07,5128191.333,1.49E+07,4.49E+07,353,1220324,87166,189395.4,669098,1,0,0,0,0,200,316,0.216650384,0.324975575,0,1460,332.0769231,530.3499918,281271.1138,0,1,0,0,0,0,0,0,1,345.36,116.3,498.0666667,0,0,0,0,0,0,10,1163,15,7471,-1,64240,6,0,1220333,0,1220333,1220333,4.49E+07,0,4.49E+07,4.49E+07,0
151.101.1.44-192.168.52.132-443-57665-6,151.101.1.44,443,192.168.52.132,57665,6,834,1,1,0,0,0,0,0,0,0,0,0,0,0,2398.081535,834,0,834,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1199.040767,1199.040767,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
172.217.163.46-192.168.52.132-443-57655-6,192.168.52.132,57655,172.217.163.46,443,6,4550837,25,67,2096,71214,702,0,83.84,181.3299663,1460,0,1062.895522,581.2431331,16109.12454,20.21606135,50009.1978,313544.4173,2751818,0,4548965,189540.2083,597695.3937,2752235,356,1799019,27257.86364,149642.1681,1190626,0,0,0,0,0,500,1356,5.493494933,14.72256642,0,1460,788.2795699,668.9284482,447465.2688,0,1,0,0,0,0,0,0,2,796.8478261,83.84,1062.895522,0,0,0,0,0,0,25,2096,67,71214,-1,64240,10,0,0,0,0,0,0,0,0,0,0
185.199.109.133-192.168.52.132-443-49200-6,185.199.109.133,443,192.168.52.132,49200,6,1496,1,1,0,0,0,0,0,0,0,0,0,0,0,1336.898396,1496,0,1496,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,668.4491979,668.4491979,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.33.174.108-57667-443-6,13.33.174.108,443,192.168.52.132,57667,6,1496,1,1,0,0,0,0,0,0,0,0,0,0,0,1336.898396,1496,0,1496,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,668.4491979,668.4491979,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
142.251.36.99-192.168.52.132-443-49225-6,142.251.36.99,443,192.168.52.132,49225,6,1495,1,1,0,0,0,0,0,0,0,0,0,0,0,1337.792642,1495,0,1495,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,668.8963211,668.8963211,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
185.199.109.154-192.168.52.132-443-49199-6,192.168.52.132,49199,185.199.109.154,443,6,99954595,3,4,2,1,1,0,0.666666667,0.577350269,1,0,0.25,0.5,0.030013628,0.070031798,1.67E+07,2.23E+07,4.50E+07,134,5.50E+07,2.75E+07,2.48E+07,4.50E+07,9948069,9.00E+07,3.00E+07,2.60E+07,4.50E+07,547,0,0,0,0,60,80,0.030013628,0.04001817,0,1,0.5,0.534522484,0.285714286,0,0,0,0,1,0,0,0,1,0.571428571,0.666666667,0.25,0,0,0,0,0,0,3,2,4,1,-1,64240,2,0,340.5,292.0351006,547,134,4.50E+07,287.7924599,4.50E+07,4.50E+07,0
185.199.109.154-192.168.52.132-443-49201-6,192.168.52.132,49201,185.199.109.154,443,6,99575793,3,3,2,1,1,0,0.666666667,0.577350269,1,0,0.333333333,0.577350269,0.030127804,0.060255609,1.99E+07,2.32E+07,4.50E+07,131,5.46E+07,2.73E+07,2.50E+07,4.50E+07,9580537,9.00E+07,4.50E+07,3492.400392,4.50E+07,4.50E+07,0,0,0,0,60,60,0.030127804,0.030127804,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,1,0,0,0,1,0.666666667,0.666666667,0.333333333,0,0,0,0,0,0,3,2,3,1,-1,64240,2,0,2402,0,2402,2402,4.50E+07,1886.560892,4.50E+07,4.50E+07,0
192.168.52.132-13.32.52.59-57656-443-6,192.168.52.132,57656,13.32.52.59,443,6,4415734,11,20,1162,14209,517,0,105.6363636,190.6579517,1460,0,710.45,699.0705465,3480.961489,7.020350411,147191.1333,731696.877,4011044,0,4409439,440943.9,1257514.108,4011044,189,404672,21298.52632,66204.74546,277307,0,0,0,0,0,220,416,2.491092081,4.529258329,0,1460,480.34375,634.5678544,402676.3619,0,1,0,0,0,0,0,0,1,495.8387097,105.6363636,710.45,0,0,0,0,0,0,11,1162,20,14209,-1,64240,5,0,0,0,0,0,0,0,0,0,0
192.168.52.132-13.33.174.83-63090-443-6,13.33.174.83,443,192.168.52.132,63090,6,1505,1,1,0,0,0,0,0,0,0,0,0,0,0,1328.903654,1505,0,1505,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,664.4518272,664.4518272,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
172.217.163.46-192.168.52.132-443-57655-6,172.217.163.46,443,192.168.52.132,57655,6,771,1,1,0,0,0,0,0,0,0,0,0,0,0,2594.033722,771,0,771,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1297.016861,1297.016861,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
